0, en, 6, 4, 10, quicksin/List06Sentence04.wav, BEST METHOD FIX PLACE CLIPS
0, en, 6, 5, 5, quicksin/List06Sentence05.wav, IF MUMBLE YOUR SPEECH LOST
0, en, 6, 6, 0, quicksin/List06Sentence06.wav, TOAD FROG HARD TELL APART
1, en, 7, 1, 25, quicksin/List07Sentence01.wav, KITE DIPPED SWAYED/SUEDE STAYED ALOFT
1, en, 7, 2, 20, quicksin/List07Sentence02.wav, BEETLE/BEATLE DRONED HOT JUNE SON/SUN
1, en, 7, 3, 15, quicksin/List07Sentence03.wav, THEFT PEARL PIN KEPT SECRET
1, en, 7, 4, 10, quicksin/List07Sentence04.wav, WIDE GRIN EARNED MANY FRIENDS
1, en, 7, 5, 5, quicksin/List07Sentence05.wav, HURDLE PIT AID LONG POLE
1, en, 7, 6, 0, quicksin/List07Sentence06.wav, PEEP UNDER TENT SEE CLOWN
0, en, 8, 1, 25, quicksin/List08Sentence01.wav, SON/SUN CAME LIGHT EASTERN SKY
0, en, 8, 2, 20, quicksin/List08Sentence02.wav, STALE SMELL OLD BEER LINGERS
0, en, 8, 3, 15, quicksin/List08Sentence03.wav, DESK FIRM ON SHAKY FLOOR
0, en, 8, 4, 10, quicksin/List08Sentence04.wav, LIST NAMES CARVED AROUND BASE
0, en, 8, 5, 5, quicksin/List08Sentence05.wav, NEWS STRUCT/STRUCK OUT RESTLESS MINDS
0, en, 8, 6, 0, quicksin/List08Sentence06.wav, SAND DRIFTS OVER SILL HOUSE
1, en, 9, 1, 25, quicksin/List09Sentence01.wav, TAKE SHELTER TENT KEEP STILL
1, en, 9, 2, 20, quicksin/List09Sentence02.wav, LITTLE TALES/TAILS THEY TELL FALSE
1, en, 9, 3, 15, quicksin/List09Sentence03.wav, PRESS PEDAL/PETAL WITH LEFT FOOT
1, en, 9, 4, 10, quicksin/List09Sentence04.wav, BLACK TRUNK FELL FROM LANDING
1, en, 9, 5, 5, quicksin/List09Sentence05.wav, CHEAP CLOTHES FLASHY DON'T/DONT LAST
1, en, 9, 6, 0, quicksin/List09Sentence06.wav, NIGHT ALARM ROUST/ROUSED DEEP SLEEP
0, en, 10, 1, 25, quicksin/List10Sentence01.wav, DOTS LIGHT BETRAYED BLACK CAT
0, en, 10, 2, 20, quicksin/List10Sentence02.wav, PUT CHART MANTLE TACK DOWN
0, en, 10, 3, 15, quicksin/List10Sentence03.wav, STEADY DRIP WORSE DRENCHING RAIN
0, en, 10, 4, 10, quicksin/List10Sentence04.wav, FLAT PACK LESS LUGGAGE SPACE
0, en, 10, 5, 5, quicksin/List10Sentence05.wav, GLOSS TOP MADE UNFIT READ
0, en, 10, 6, 0, quicksin/List10Sentence06.wav, SEVEN SEALS STAMPED GREAT SHEETS
0, en, 11, 1, 25, quicksin/List11Sentence01.wav, MARSH/MARSUE FREEZE WHEN COLD ENOUGH
0, en, 11, 2, 20, quicksin/List11Sentence02.wav, GRAY MAIRE/MARE WALKED BEFORE COLT
0, en, 11, 3, 15, quicksin/List11Sentence03.wav, BOTTLES HOLD FOR/4/FOUR KINDS RUM
0, en, 11, 4, 10, quicksin/List11Sentence04.wav, WHELED/WHEELED/WIELD BIKE PAST WINDING ROAD
0, en, 11, 5, 5, quicksin/List11Sentence05.wav, THROW USED PAPER CUP PLATE
0, en, 11, 6, 0, quicksin/List11Sentence06.wav, WALL PHONE RANG LOUD OFTEN
0, en, 12, 1, 25, quicksin/List12Sentence01.wav, HINGE DOOR CREAKED OLD AGE
0, en, 12, 2, 20, quicksin/List12Sentence02.wav, BRIGHT LANTERNS GAY DARK LAWN
0, en, 12, 3, 15, quicksin/List12Sentence03.wav, OFFERED PROOF FORM LARGE CHART
0, en, 12, 4, 10, quicksin/List12Sentence04.wav, THEIR/THERE EYELIDS DROOP WANT SLEEP
0, en, 12, 5, 5, quicksin/List12Sentence05.wav, MANY WAYS DO THESE THINGS
0, en, 12, 6, 0, quicksin/List12Sentence06.wav, WE LIKE SEE CLEAR WEATHER/WHETHER
